Restriction Type,Parking Spaces,Times Of Operation,Maximum Stay,Tariff,Cashless Identifier,Nearest Machine,Road Name,Postcode,Controlled Parking Zone,Valid Parking Permits,Parking Bay Length Metres,Disclaimer,Easting,Northing,Longitude,Latitude,EPSG:27700 Well Known Text Geometry,EPSG:4326 Well Known Text Geometry,EPSG:27700 GeoJSON Geometry,EPSG:4326 GeoJSON Geometry,Unique Identifier,Spatial Accuracy,Last Uploaded,Location,Organisation URI
paid-for / resident permit holders,2,mon-fri 12:30-14:30,1.5 hours,£3.84 (non-diesel) / £4.65 (diesel),13024,S101,Kidderpore Avenue,NW3 7BR,CA-S,CA-S,13,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",525232,185903,-0.194889,51.558123,"MULTILINESTRING ((525229.69 185909.66,525228 185908.63,525228.1 185908.47,525231.27 185903.38,525235.55 185897.75,525235.65 185897.61,525237.28 185898.87))","LINESTRING (-0.194923 51.558179,-0.194948 51.55817,-0.194946 51.558169,-0.194902 51.558123,-0.194843 51.558071,-0.194841 51.55807,-0.194817 51.558081)","{""type"":""MultiLineString"",""coordinates"":[[[525229.69,185909.66],[525228,185908.63],[525228.1,185908.47],[525231.27,185903.38],[525235.55,185897.75],[525235.65,185897.61],[525237.28,185898.87]]]}","{""type"":""LineString"",""coordinates"":[[-0.194923,51.558179],[-0.194948,51.55817],[-0.194946,51.558169],[-0.194902,51.558123],[-0.194843,51.558071],[-0.194841,51.55807],[-0.194817,51.558081]]}",46035155,Defined By Custodian,04/08/2023 11:00:33 PM,"(51.558123, -0.194889)",http://opendatacommunities.org/id/london-borough-council/camden
resident permit holders only,20,"mon-fri 09:00-18:30, sat 09:30-13:30",N/A,N/A,N/A,N/A,Lancaster Grove,NW3 4EX,CA-B,CA-B,98,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",526989,184610,-0.170023,51.546107,"MULTILINESTRING ((526943.15 184628.46,526942.52 184626.97,526943.01 184626.81,527033.87 184592.9,527036.21 184592.07,527036.82 184593.43))","LINESTRING (-0.170681 51.546283,-0.170691 51.546269,-0.170684 51.546268,-0.169386 51.545943,-0.169353 51.545935,-0.169344 51.545947)","{""type"":""MultiLineString"",""coordinates"":[[[526943.15,184628.46],[526942.52,184626.97],[526943.01,184626.81],[527033.87,184592.9],[527036.21,184592.07],[527036.82,184593.43]]]}","{""type"":""LineString"",""coordinates"":[[-0.170681,51.546283],[-0.170691,51.546269],[-0.170684,51.546268],[-0.169386,51.545943],[-0.169353,51.545935],[-0.169344,51.545947]]}",46047187,Defined By Custodian,04/08/2023 11:00:32 PM,"(51.546107, -0.170023)",http://opendatacommunities.org/id/london-borough-council/camden
permit holders only,1,mon-fri 12:30-14:30,N/A,N/A,N/A,N/A,Briardale Gardens,NW3 7PP,CA-S,CA-S,5,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",525113,186149,-0.196516,51.560357,"MULTILINESTRING ((525115.82 186147,525116.27 186148.83,525116.14 186148.87,525110.68 186150.49,525110.57 186150.52,525110.16 186148.63))","LINESTRING (-0.19648 51.560338,-0.196473 51.560354,-0.196475 51.560354,-0.196553 51.56037,-0.196555 51.56037,-0.196561 51.560354)","{""type"":""MultiLineString"",""coordinates"":[[[525115.82,186147],[525116.27,186148.83],[525116.14,186148.87],[525110.68,186150.49],[525110.57,186150.52],[525110.16,186148.63]]]}","{""type"":""LineString"",""coordinates"":[[-0.19648,51.560338],[-0.196473,51.560354],[-0.196475,51.560354],[-0.196553,51.56037],[-0.196555,51.56037],[-0.196561,51.560354]]}",46035144,Defined By Custodian,04/08/2023 11:00:33 PM,"(51.560357, -0.196516)",http://opendatacommunities.org/id/london-borough-council/camden
permit holders only,1,mon-sat 08:30-18:30,N/A,N/A,N/A,N/A,Alvanley Gardens,NW3 6HJ,CA-P,CA-P,8,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",525734,185240,-0.187894,51.552046,"MULTILINESTRING ((525732.37 185243.72,525730.85 185242.6,525730.92 185242.49,525735.64 185236.01,525735.71 185235.91,525737.14 185237.09))","LINESTRING (-0.187913 51.552083,-0.187936 51.552073,-0.187935 51.552072,-0.187869 51.552013,-0.187868 51.552012,-0.187847 51.552022)","{""type"":""MultiLineString"",""coordinates"":[[[525732.37,185243.72],[525730.85,185242.6],[525730.92,185242.49],[525735.64,185236.01],[525735.71,185235.91],[525737.14,185237.09]]]}","{""type"":""LineString"",""coordinates"":[[-0.187913,51.552083],[-0.187936,51.552073],[-0.187935,51.552072],[-0.187869,51.552013],[-0.187868,51.552012],[-0.187847,51.552022]]}",46044575,Defined By Custodian,04/08/2023 11:00:33 PM,"(51.552046, -0.187894)",http://opendatacommunities.org/id/london-borough-council/camden
dockless bike hire,1,at any time,N/A,N/A,N/A,N/A,Leighton Grove,NW5 2RA,CA-M,N/A,5,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529399,185227,-0.13507,51.551103,"MULTILINESTRING ((529401.14 185228.72,529399.6 185230.05,529396.35 185225.92,529397.9 185224.7,529397.91 185224.76))","LINESTRING (-0.135033 51.551119,-0.135054 51.551132,-0.135103 51.551095,-0.135081 51.551084,-0.13508 51.551084)","{""type"":""MultiLineString"",""coordinates"":[[[529401.14,185228.72],[529399.6,185230.05],[529396.35,185225.92],[529397.9,185224.7],[529397.91,185224.76]]]}","{""type"":""LineString"",""coordinates"":[[-0.135033,51.551119],[-0.135054,51.551132],[-0.135103,51.551095],[-0.135081,51.551084],[-0.13508,51.551084]]}",46132255,Defined By Custodian,04/08/2023 11:00:32 PM,"(51.551103, -0.13507)",http://opendatacommunities.org/id/london-borough-council/camden
resident permit holders only,3,"mon-fri 09:00-18:30, sat 09:30-13:30",N/A,N/A,N/A,N/A,Eton Avenue,NW3 3EN,CA-B,CA-B,17,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",527220,184491,-0.166735,51.544989,"MULTILINESTRING ((527229.27 184492.16,527228.8 184494.05,527228.61 184494,527211.76 184490.26,527211.62 184490.22,527212.1 184488.28))","LINESTRING (-0.166606 51.544993,-0.166612 51.54501,-0.166615 51.54501,-0.166859 51.54498,-0.166861 51.54498,-0.166855 51.544962)","{""type"":""MultiLineString"",""coordinates"":[[[527229.27,184492.16],[527228.8,184494.05],[527228.61,184494],[527211.76,184490.26],[527211.62,184490.22],[527212.1,184488.28]]]}","{""type"":""LineString"",""coordinates"":[[-0.166606,51.544993],[-0.166612,51.54501],[-0.166615,51.54501],[-0.166859,51.54498],[-0.166861,51.54498],[-0.166855,51.544962]]}",46047318,Defined By Custodian,04/08/2023 11:00:33 PM,"(51.544989, -0.166735)",http://opendatacommunities.org/id/london-borough-council/camden
car club,2,at any time,N/A,N/A,N/A,N/A,Carey Street,WC2A 2JF,CA-C,N/A,9,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",531053,181262,-0.112703,51.51509,"MULTILINESTRING ((531047.53 181261.1,531048.24 181259.26,531057.56 181262.84,531056.88 181264.57))","LINESTRING (-0.112776 51.515084,-0.112767 51.515067,-0.112631 51.515097,-0.11264 51.515113)","{""type"":""MultiLineString"",""coordinates"":[[[531047.53,181261.1],[531048.24,181259.26],[531057.56,181262.84],[531056.88,181264.57]]]}","{""type"":""LineString"",""coordinates"":[[-0.112776,51.515084],[-0.112767,51.515067],[-0.112631,51.515097],[-0.11264,51.515113]]}",46042625,Defined By Custodian,04/08/2023 11:00:32 PM,"(51.51509, -0.112703)",http://opendatacommunities.org/id/london-borough-council/camden
paid-for,8,mon-sat 08:30-18:30,2 hours,£6.63 (non-diesel) / £8.06 (diesel),13258,C106,Bedford Square,WC1B 3DR,CA-C,N/A,41,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529894,181638,-0.129254,51.518741,"MULTILINESTRING ((529910.02 181648.73,529908.98 181650.2,529899.57 181643.49,529874.88 181625.73,529875.93 181624.27))","LINESTRING (-0.129017 51.51883,-0.129032 51.518843,-0.12917 51.518785,-0.129532 51.518631,-0.129517 51.518618)","{""type"":""MultiLineString"",""coordinates"":[[[529910.02,181648.73],[529908.98,181650.2],[529899.57,181643.49],[529874.88,181625.73],[529875.93,181624.27]]]}","{""type"":""LineString"",""coordinates"":[[-0.129017,51.51883],[-0.129032,51.518843],[-0.12917,51.518785],[-0.129532,51.518631],[-0.129517,51.518618]]}",46035933,Defined By Custodian,04/08/2023 11:00:33 PM,"(51.518741, -0.129254)",http://opendatacommunities.org/id/london-borough-council/camden
resident permit holders only,1,"mon-fri 09:00-18:30, sat 09:30-13:30",N/A,N/A,N/A,N/A,Perceval Avenue,NW3 4PY,CA-B,CA-B,10,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",527073,185226,-0.168595,51.551622,"MULTILINESTRING ((527069.89 185221.63,527071.75 185220.89,527071.83 185221.09,527075.33 185230.09,527075.39 185230.29,527073.31 185230.88))","LINESTRING (-0.16864 51.551585,-0.168614 51.551578,-0.168612 51.55158,-0.168559 51.55166,-0.168558 51.551661,-0.168588 51.551667)","{""type"":""MultiLineString"",""coordinates"":[[[527069.89,185221.63],[527071.75,185220.89],[527071.83,185221.09],[527075.33,185230.09],[527075.39,185230.29],[527073.31,185230.88]]]}","{""type"":""LineString"",""coordinates"":[[-0.16864,51.551585],[-0.168614,51.551578],[-0.168612,51.55158],[-0.168559,51.55166],[-0.168558,51.551661],[-0.168588,51.551667]]}",46049233,Defined By Custodian,04/08/2023 11:00:33 PM,"(51.551622, -0.168595)",http://opendatacommunities.org/id/london-borough-council/camden
bus cage,,at any time,N/A,N/A,N/A,N/A,High Holborn,WC1V 7BW,CA-C,N/A,22,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530441,181507,-0.121426,51.517436,"MULTILINESTRING ((530450.69 181508.13,530449.63 181511.25,530442.59 181509.38,530429.69 181505.22,530430.69 181502.33))","LINESTRING (-0.121281 51.517442,-0.121295 51.51747,-0.121397 51.517455,-0.121585 51.51742,-0.121571 51.517394)","{""type"":""MultiLineString"",""coordinates"":[[[530450.69,181508.13],[530449.63,181511.25],[530442.59,181509.38],[530429.69,181505.22],[530430.69,181502.33]]]}","{""type"":""LineString"",""coordinates"":[[-0.121281,51.517442],[-0.121295,51.51747],[-0.121397,51.517455],[-0.121585,51.51742],[-0.121571,51.517394]]}",46042380,Defined By Custodian,04/08/2023 11:00:33 PM,"(51.517436, -0.121426)",http://opendatacommunities.org/id/london-borough-council/camden
permit holders only,6,mon-fri 12:30-14:30,N/A,N/A,N/A,N/A,Clorane Gardens,NW3 7PR,CA-S,CA-S,33,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",525192,186071,-0.195413,51.559639,"MULTILINESTRING ((525191.29 186090.12,525189.43 186090.24,525189.43 186090.1,525188.59 186066.57,525188.8 186065.52,525189.57 186064.47,525191.04 186063.43,525195.82 186059.97,525195.95 186059.88,525196.97 186061.46))","LINESTRING (-0.195412 51.55981,-0.195439 51.559811,-0.195439 51.55981,-0.19546 51.559599,-0.195457 51.559589,-0.195446 51.559579,-0.195425 51.55957,-0.195358 51.559538,-0.195356 51.559537,-0.195341 51.559551)","{""type"":""MultiLineString"",""coordinates"":[[[525191.29,186090.12],[525189.43,186090.24],[525189.43,186090.1],[525188.59,186066.57],[525188.8,186065.52],[525189.57,186064.47],[525191.04,186063.43],[525195.82,186059.97],[525195.95,186059.88],[525196.97,186061.46]]]}","{""type"":""LineString"",""coordinates"":[[-0.195412,51.55981],[-0.195439,51.559811],[-0.195439,51.55981],[-0.19546,51.559599],[-0.195457,51.559589],[-0.195446,51.559579],[-0.195425,51.55957],[-0.195358,51.559538],[-0.195356,51.559537],[-0.195341,51.559551]]}",46035141,Defined By Custodian,04/08/2023 11:00:33 PM,"(51.559639, -0.195413)",http://opendatacommunities.org/id/london-borough-council/camden
permit holders only,3,mon-fri 12:30-14:30,N/A,N/A,N/A,N/A,Templewood Gardens,NW3 7XA,CA-S,CA-S,16,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",525743,186052,-0.187469,51.559341,"MULTILINESTRING ((525747.46 186044.13,525748.9 186045.31,525748.78 186045.46,525738.47 186058.67,525738.34 186058.82,525736.93 186057.68))","LINESTRING (-0.18741 51.559273,-0.187389 51.559283,-0.18739 51.559284,-0.187534 51.559405,-0.187536 51.559407,-0.187557 51.559397)","{""type"":""MultiLineString"",""coordinates"":[[[525747.46,186044.13],[525748.9,186045.31],[525748.78,186045.46],[525738.47,186058.67],[525738.34,186058.82],[525736.93,186057.68]]]}","{""type"":""LineString"",""coordinates"":[[-0.18741,51.559273],[-0.187389,51.559283],[-0.18739,51.559284],[-0.187534,51.559405],[-0.187536,51.559407],[-0.187557,51.559397]]}",46035195,Defined By Custodian,04/08/2023 11:00:32 PM,"(51.559341, -0.187469)",http://opendatacommunities.org/id/london-borough-council/camden
resident permit holders only,13,"mon-fri 08:30-18:30, sat 08:30-13:30",N/A,N/A,N/A,N/A,Queen Square,WC1N 3AZ,CA-D,CA-D,66,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530317,182010,-0.123022,51.521982,"MULTILINESTRING ((530299.27 182038.14,530301.25 182039.19,530334.45 181981.81,530332.8 181980.74))","LINESTRING (-0.123266 51.52224,-0.123237 51.522249,-0.122781 51.521725,-0.122805 51.521716)","{""type"":""MultiLineString"",""coordinates"":[[[530299.27,182038.14],[530301.25,182039.19],[530334.45,181981.81],[530332.8,181980.74]]]}","{""type"":""LineString"",""coordinates"":[[-0.123266,51.52224],[-0.123237,51.522249],[-0.122781,51.521725],[-0.122805,51.521716]]}",46042549,Defined By Custodian,04/08/2023 11:00:32 PM,"(51.521982, -0.123022)",http://opendatacommunities.org/id/london-borough-council/camden
disabled (blue badge),1,at any time,N/A,N/A,N/A,N/A,Chalcot Road,NW1 8LN,CA-J,N/A,6,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",528065,184024,-0.154726,51.540597,"MULTILINESTRING ((528068.4 184023.3,528067.23 184021.53,528062.35 184024.71,528063.47 184026.49))","LINESTRING (-0.154682 51.54059,-0.1547 51.540574,-0.154769 51.540604,-0.154752 51.54062)","{""type"":""MultiLineString"",""coordinates"":[[[528068.4,184023.3],[528067.23,184021.53],[528062.35,184024.71],[528063.47,184026.49]]]}","{""type"":""LineString"",""coordinates"":[[-0.154682,51.54059],[-0.1547,51.540574],[-0.154769,51.540604],[-0.154752,51.54062]]}",46047832,Defined By Custodian,04/08/2023 11:00:33 PM,"(51.540597, -0.154726)",http://opendatacommunities.org/id/london-borough-council/camden
disabled (blue badge),1,at any time,N/A,N/A,N/A,N/A,Upper Park Road,NW3 4RU,CA-B,N/A,6,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",527528,184964,-0.162132,51.549165,"MULTILINESTRING ((527529.71 184966.78,527531.05 184965.22,527525.95 184960.97,527524.58 184962.6))","LINESTRING (-0.162104 51.549191,-0.162085 51.549177,-0.16216 51.54914,-0.16218 51.549155)","{""type"":""MultiLineString"",""coordinates"":[[[527529.71,184966.78],[527531.05,184965.22],[527525.95,184960.97],[527524.58,184962.6]]]}","{""type"":""LineString"",""coordinates"":[[-0.162104,51.549191],[-0.162085,51.549177],[-0.16216,51.54914],[-0.16218,51.549155]]}",46046037,Defined By Custodian,04/08/2023 11:00:33 PM,"(51.549165, -0.162132)",http://opendatacommunities.org/id/london-borough-council/camden
permit holders only,8,mon-fri 12:30-14:30,N/A,N/A,N/A,N/A,Templewood Gardens,NW3 7RX,CA-S,CA-S,44,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",525769,186018,-0.187106,51.559036,"MULTILINESTRING ((525782.11 186000.18,525783.68 186001.51,525756.23 186036.46,525754.67 186035.23))","LINESTRING (-0.186926 51.55887,-0.186903 51.558882,-0.187286 51.559202,-0.187309 51.559191)","{""type"":""MultiLineString"",""coordinates"":[[[525782.11,186000.18],[525783.68,186001.51],[525756.23,186036.46],[525754.67,186035.23]]]}","{""type"":""LineString"",""coordinates"":[[-0.186926,51.55887],[-0.186903,51.558882],[-0.187286,51.559202],[-0.187309,51.559191]]}",46134304,Defined By Custodian,04/08/2023 11:00:32 PM,"(51.559036, -0.187106)",http://opendatacommunities.org/id/london-borough-council/camden
permit holders only,2,mon-fri 09:00-11:00,N/A,N/A,N/A,N/A,Grafton Road,NW5 3BA,CA-L,CA-L,13,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",528550,184961,-0.147404,51.548907,"MULTILINESTRING ((528543.87 184965.28,528543.08 184963.63,528543.22 184963.56,528555.57 184957.2,528555.73 184957.14,528556.52 184958.82))","LINESTRING (-0.147486 51.548948,-0.147498 51.548933,-0.147496 51.548932,-0.147321 51.548872,-0.147318 51.548872,-0.147306 51.548887)","{""type"":""MultiLineString"",""coordinates"":[[[528543.87,184965.28],[528543.08,184963.63],[528543.22,184963.56],[528555.57,184957.2],[528555.73,184957.14],[528556.52,184958.82]]]}","{""type"":""LineString"",""coordinates"":[[-0.147486,51.548948],[-0.147498,51.548933],[-0.147496,51.548932],[-0.147321,51.548872],[-0.147318,51.548872],[-0.147306,51.548887]]}",46045776,Defined By Custodian,04/08/2023 11:00:32 PM,"(51.548907, -0.147404)",http://opendatacommunities.org/id/london-borough-council/camden
disabled (blue badge),3,at any time,N/A,N/A,N/A,N/A,Great Queen Street,WC2B 5BH,CA-C,N/A,22,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530488,181321,-0.120819,51.515752,"GEOMETRYCOLLECTION (MULTILINESTRING ((530490.31 181323.2,530494.75 181327.88,530493.67 181328.96),(530485.66 181318.35,530484.32 181319.47),(530490.31 181323.2,530485.66 181318.35),(530490.31 181323.2,530488.97 181324.34),(530485.66 181318.35,530481.64 181313.49,530480.29 181314.43)))","MULTILINESTRING ((-0.120779 51.515771,-0.120713 51.515812,-0.120728 51.515822),(-0.120848 51.515728,-0.120867 51.515738),(-0.120779 51.515771,-0.120848 51.515728),(-0.120779 51.515771,-0.120798 51.515781),(-0.120848 51.515728,-0.120907 51.515685,-0.120926 51.515694))","{""type"":""GeometryCollection"",""geometries"":[{""type"":""MultiLineString"",""coordinates"":[[[530490.31,181323.2],[530494.75,181327.88],[530493.67,181328.96]],[[530485.66,181318.35],[530484.32,181319.47]],[[530490.31,181323.2],[530485.66,181318.35]],[[530490.31,181323.2],[530488.97,181324.34]],[[530485.66,181318.35],[530481.64,181313.49],[530480.29,181314.43]]]}]}","{""type"":""MultiLineString"",""coordinates"":[[[-0.120779,51.515771],[-0.120713,51.515812],[-0.120728,51.515822]],[[-0.120848,51.515728],[-0.120867,51.515738]],[[-0.120779,51.515771],[-0.120848,51.515728]],[[-0.120779,51.515771],[-0.120798,51.515781]],[[-0.120848,51.515728],[-0.120907,51.515685],[-0.120926,51.515694]]]}",46042727,Defined By Custodian,04/08/2023 11:00:33 PM,"(51.515752, -0.120819)",http://opendatacommunities.org/id/london-borough-council/camden
