STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SEX,Sex,AGE,Age,TIME_HORIZ,Time horizon,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1974,,25628164,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1975,,26049353,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1976,,26458241,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1977,,26862054,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1978,,27265831,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1979,,27674632,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1980,,28093507,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1981,,28524120,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1982,,28963109,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1983,,29407972,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1984,,29856213,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1985,,30305336,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1986,,30757601,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1987,,31214665,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1988,,31673154,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1989,,32129676,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1990,,32580854,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1991,,33028546,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1992,,33475005,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1993,,33917440,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1994,,34353066,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1995,,34779096,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1996,,35195575,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1997,,35604362,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1998,,36005387,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1999,,36398577,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2000,,36783859,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2001,,37156654,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2002,,37537783,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2003,,37927463,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2004,,38325927,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2005,,38733406,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2006,,39127239,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2007,,39529440,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2008,,39940234,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2009,,40359828,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2010,,40788453,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2011,,41261490,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2012,,41733271,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2013,,42202935,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2014,,42669500,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2015,,43131966,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2016,,43590368,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2017,,44044811,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2018,,44494502,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2019,,44938712,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2020,,45376763,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2021,,45808747,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ARG,Argentina,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2022,,46234830,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1950,,7554102,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1951,,7632801,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1952,,7743746,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1953,,7836110,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1954,,7893412,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1955,,7965538,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1956,,8031013,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1957,,8096218,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1958,,8173129,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1959,,8258162,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1960,,8327405,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1961,,8398050,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1962,,8448233,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1963,,8479625,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1964,,8510429,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1965,,8550333,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1966,,8613651,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1967,,8716441,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1968,,8740765,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1969,,8772764,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1970,,8792806,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1971,,8831036,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1972,,8888628,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1973,,8929086,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1974,,8962023,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1975,,9046542,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1976,,9167190,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1977,,9308479,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1978,,9429959,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1979,,9548258,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1980,,9642505,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1981,,9729350,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1982,,9789513,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1983,,9846627,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1984,,9895801,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1985,,9934294,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1986,,9967264,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1987,,10000644,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1988,,10037037,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1989,,10089550,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1990,,10196801,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1991,,10319928,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1992,,10399058,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1993,,10460409,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1994,,10512924,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1995,,10562160,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1996,,10608801,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1997,,10661264,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1998,,10720507,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1999,,10761698,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2000,,10805806,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2001,,10862129,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2002,,10902022,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2003,,10928072,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2004,,10955142,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2005,,10987316,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2006,,11020366,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2007,,11048466,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2008,,11077839,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2009,,11107017,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2010,,11121344,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2011,,11104900,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2012,,11045010,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2013,,10965209,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2014,,10892415,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2015,,10820883,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,GRC,Greece,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2016,,10775966,,A,Normal value,0,Units,0,Zero
